CODIGO,DESCRIPCION,CALIDAD,COLOR,PRECIO_1,PRECIO_2
HMS20,AA S20,AA-SOFT OLED C/M,NEGRO,$1198.00,$1098.00
HMS20P,AA S20 PLUS,AA-SOFT OLED C/M,NEGRO,$1098.00,$998.00
T0262,J4,INCELL S/M,NEGRO,$130.00,$120.00
T0819,J4CORE/J4PLUS/J6PLUS/J610,ORIG C/PEGAMENTO,NEGRO,$128.00,$116.00
SA020,J4PLUS/J6PLUS,HG ORIG S/M(BOUTIQUE),NEGRO,$140.00,$127.00
T0043,J5,OLED S/M,NEGRO,$346.00,$314.00
T0540-B,J5 PRIME,ORIG S/M,BLANCO,$162.00,$148.00
T0540-N,J5 PRIME,ORIG S/M,NEGRO,$162.00,$148.00
T0092,J6,OLED S/M,NEGRO,$580.00,$528.00
T0380-N,J7,OLED S/M,NEGRO,$294.00,$267.00
T0790-N,J7 PRIME,INCELL S/M,NEGRO,$167.00,$152.00
T0790-B,J7 PRIME,INCELL S/M,BLANCO,$167.00,$152.00
T0101-O,J701/J7 NEO,OLED S/M,ORO,$340.00,$310.00
T7001-N,J701/J7 NEO,INCELL S/M,NEGRO,$155.00,$140.00
T7373-O,J730/J7PRO,INCELL S/M,ORO,$178.00,$152.00
T7373-N,J730/J7PRO,INCELL S/M,NEGRO,$178.00,$152.00
T0028,J8,INCELL S/M,NEGRO,$132.00,$120.00
T1199+F,M14 5G/M146B,ORIG C/M(BOUTIQUE),NEGRO,$222.00,$201.00
T1199,M14 5G/M146B,ORIG S/M,NEGRO,$169.00,$153.00
LM34,W/F M34,OLED C/M(BOUTIQUE),NEGRO,$645.00,$586.00
T5699+F,M53 5G,OLED C/M(BOUTIQUE),NEGRO,$451.00,$410.00
SA056,WF NOTE10 PLUS (ACTUALIZACION AUTOMATICA) C/M(ORIGBOUTIQUE),ORIG,NEGRO,$1200.00,$1098.00
SA056,WF-P NOTE10 PLUS (ACTUALIZACION AUTOMATICA) C/M(ORIGBOUTIQUE),ORIG,PLATEADO,$1200.00,$1095.00
SA056,WF-A NOTE10 PLUS (ACTUALIZACION AUTOMATICA) C/M(ORIGBOUTIQUE),ORIG,AZUL,$1200.00,$1098.00
SA056,WF-B NOTE10 PLUS(ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),BLANCO,$1200.00,$1098.00
SA130,WF NOTE20 ULTRA C/M(BOUTIQUE)CURVO,ORIG,NEGRO,$1430.00,$1300.00
SA130,WF-B AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),BLANCO,$1430.00,$1300.00
SA130,WF-O NOTE20 ULTRA(ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),ORO,$1430.00,$1300.00
T1100,S10,ORIG C/M(BOUTIQUE),NEGRO,$1840.00,$1670.00
T1010,S10 PLUS,AMOLED C/M(BOUTIQUE),NEGRO,$3300.00,$2980.00
E010+,WF S10 PLUS(ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),NEGRO,$2730.00,$2480.00
E017,WF S20 (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),NEGRO,$1272.00,$1155.00
LS20FE,W/F S20 FE,AA HARD OLED C/M(BOUTIQUE),NEGRO,$585.00,$531.00
E012,WF S20 FE,HG OLED C/M(BOUTIQUE),NEGRO,$572.00,$520.00
E011+WF,S20 PLUS BOUTIQUE),ORIG,NEGRO,$1275.00,$1158.00
E013,WF S20 ULTRA C/M(ORIGBOUTIQUE)CURVO,ORIG,NEGRO,$1272.00,$1155.00
E013,WF-B S20 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),BLANCO,$1272.00,$1155.00
E013,WF-G S20 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),GRIS,$1272.00,$1155.00
E014,WF S21 (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),NEGRO,$1465.00,$1332.00
LS21FE,W/F S21 FE,AA HARD OLED C/M(BOUTIQUE),NEGRO,$604.00,$549.00
E018,WF S21 FE,HG OLED C/M(BOUTIQUE),NEGRO,$604.00,$549.00
E014+,WF S21 PLUS BOUTIQUE),ORIG,NEGRO,$1190.00,$1082.00
E014+,WF-B S21 PLUS(ACTUALIZACION AUTOMATICA) BOUTIQUE),ORIG,BLANCO,$1190.00,$1082.00
E014+,WF-O S21 PLUS(ACTUALIZACION AUTOMATICA) BOUTIQUE),ORIG,ORO,$1190.00,$1082.00
HS21UF,S21 ULTRA,SOFT OLED C/M(BOUTIQUE),NEGRO,$1385.00,$1259.00
HS21UF,S21 ULTRA,AA SOFT OLED C/M(BOUTIQUE),NEGRO,$1385.00,$1259.00
E015,WF S21 ULTRA C/M(ORIGBOUTIQUE)CURVO,ORIG,NEGRO,$1730.00,$1570.00
E015,WF-B S21 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),BLANCO,$1730.00,$1570.00
SA127,WF S21 ULTRA(ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M,NEGRO,$1627.00,$1477.00
T0022/S,S22,ORIG C/M(BOUTIQUE),PLATEADO,$2580.00,$2350.00
E021,WF S22 (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),NEGRO,$2500.00,$2290.00
SA131,WF S22 PLUS,HG SOFT OLED C/M(BOUTIQUE),NEGRO,$1200.00,$1098.00
SA131,WF-V S22 PLUS (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),VERDE,$1200.00,$1098.00
SA131,WF-B S22 PLUS(ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),BLANCO,$1220.00,$1100.00
SA131,WF-O S22 PLUS(ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),ORO,$1200.00,$1098.00
SA128,WF-B S22 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),BLANCO,$1478.00,$1342.00
SA128,WF-M S22 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),MORADO,$1478.00,$1342.00
SA128,WF S22 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),NEGRO,$1455.00,$1318.00
SA128,WF-V S22 ULTRA(ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),VERDE,$1478.00,$1342.00
T2323/S,S23,ORIG C/M(BOUTIQUE),PLATEADO,$1500.00,$1350.00
T2323,S23,ORIG C/M(BOUTIQUE),NEGRO,$1500.00,$1350.00
E020,WF S23 (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),NEGRO,$2090.00,$1900.00
SA137,WF S23 FE,HG OLED C/M(BOUTIQUE),NEGRO,$633.00,$575.00
HS23UF,S23 ULTRA,AA SOFT OLED C/M(BOUTIQUE),NEGRO,$1385.00,$1259.00
SA129,WF S23 ULTRA CURVO,ORIG,NEGRO,$1478.00,$1342.00
SA129,WF-B S23 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),BLANCO,$1478.00,$1342.00
SA129,WF-M S23 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),MORADO,$1478.00,$1342.00
SA129,WF-V S23 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),VERDE,$1478.00,$1342.00
HMS24FE,S24 FE,AA HARD OLED C/M(BOUTIQUE),NEGRO,$657.00,$597.00
SA138,S24 FE,HG HARD OLED S/M,NEGRO,$560.00,$509.00
SA138,WF S24 FE,HG OLED C/M(BOUTIQUE),NEGRO,$657.00,$597.00
SA135,WF-N S24 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),NEGRO,$1875.00,$1705.00
SA135,WF-G S24 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),GRIS,$1875.00,$1705.00
SA135,WF-O S24 ULTRA (ACTUALIZACION AUTOMATICA),HG SOFT OLED C/M(BOUTIQUE),ORO,$1875.00,$1705.00
HMS24P,S24PLUS,SOFT OLED C/M(BOUTIQUE),NEGRO,$1345.00,$1222.00
HS25UF,S25 ULTRA,AA SOFT OLED C/M(BOUTIQUE),NEGRO,$1692.00,$1538.00
HMZFP5,ZFLIP5 (Actualización automática),AA SOFT OLED C/M(BOUTIQUE),NEGRO,$4260.00,$3872.00
HMZFP6,ZFLIP6 (Actualización automática),AA SOFT OLED C/M(BOUTIQUE),NEGRO,$5350.00,$4862.00
TCL,,,,,
TC408+F,408,ORIG C/M(BOUTIQUE),NEGRO,$192.00,$174.00
TC408,408,ORIG S/M,NEGRO,$140.00,$127.00
TC010+F,10SE,ORIG C/M(BOUTIQUE),NEGRO,$222.00,$201.00
TC010,10SE,ORIG S/M,NEGRO,$174.00,$158.00
TC200+F,20E,ORIG C/M(BOUTIQUE),NEGRO,$185.00,$168.00
TC200,20E,ORIG S/M,NEGRO,$176.00,$160.00
TC020+F,20SE,ORIG C/M(BOUTIQUE),NEGRO,$222.00,$201.00
TC020,20SE,ORIG S/M,NEGRO,$185.00,$168.00
TC002,20XE,ORIG S/M,NEGRO,$212.00,$193.00
TC300+F,30PLUS,ORIG C/M(BOUTIQUE),NEGRO,$326.00,$296.00
TC300,30PLUS,ORIG S/M,NEGRO,$267.00,$242.00
TC030+F,30SE,ORIG C/M(BOUTIQUE),NEGRO,$204.00,$185.00
TC030,30SE,ORIG S/M,NEGRO,$185.00,$168.00
K0200+F,V29E/Y200,OLED C/M (BOUTIQUE),NEGRO,$1120.00,$1020.00
VIVO,,,,,
V015,V21,HG OLED S/M(BOUTIQUE),NEGRO,$542.00,$492.00
KY19S,Y19S/Y28 4G,ORIG S/M,NEGRO,$149.00,$135.00
KY284G,Y19S/Y28 4G/V2352,ORIG S/M,NEGRO,$152.00,$138.00
K0025,V21/V25/T1 5G/T1 PRO,OLED S/M,NEGRO,$479.00,$435.00
V016,V25E/V27E,HG INCELL S/M(BOUTIQUE),NEGRO,$242.00,$219.00
K0027+F,V27E,ORIG C/M,NEGRO,$913.00,$828.00
K0200,V29E 5G(FK01)/Y200/Y200E,ORIG S/M,NEGRO,$379.00,$344.00
K0305+F,V30LITE 5G,ORIG C/M(BOUTIQUE),NEGRO,$845.00,$768.00
KV40L,V40 lite/V2341,SOFT OLED S/M,NEGRO,$899.00,$817.00
K0V50lite,V50 LITE 4G/5G,ORIG S/M,NEGRO,$681.00,$619.00
K0015,G/Y21T/Y31S/Y32/Y33E/Y33S,ORIG S/M,NEGRO,$141.00,$128.00
KY03,y37 5g/y28e 5g/Z9LITE,ORIG S/M,NEGRO,$146.00,$132.00
KY04,Y04/Y19E/Y29S,ORIG S/M,NEGRO,$146.00,$132.00
K0017+F,Y17S,ORIG C/M(BOUTIQUE),NEGRO,$246.00,$223.00
K0217,Y17S/Y22/Y22S,ORIG S/M,NEGRO,$145.00,$131.00
K0093,Y1S/Y90/Y91/Y91I/Y91C/Y93/Y93S/Y95/U1,ORIG S/M,NEGRO,$146.00,$134.00
K2020+F,Y20/Y20 2021,ORIG C/M(BOUTIQUE),NEGRO,$209.00,$190.00
K2020,V12A/V12s 2021/Y3s 2021/Y30/30G/Y31S,ORIG S/M,NEGRO,$140.00,$127.00
V017,V12A/V12s-2021/Y3s-2021/Y30/30G/Y31S,HG ORIG,NEGRO,$143.00,$130.00
K0113+F,Y3,ORIG C/M(BOUTIQUE),NEGRO,$184.00,$167.00
K0033+F,Y33S 5G,ORIG C/M(BOUTIQUE),NEGRO,$193.00,$175.00
C011,IQOO Z6 5G,HG ORIG S/M(BOUTIQUE),NEGRO,$181.00,$163.00
C012-4G,Y36 4G/Y35+/Y27 4G/Y27 5G/Y27S,HG ORIG S/M(BOUTIQUE),NEGRO,$164.00,$149.00
C012-5G,Y36 5G,HG ORIG S/M (BOUTIQUE),NEGRO,$163.00,$148.00
K0365+F,Y36 4G,ORIG C/M(BOUTIQUE),NEGRO,$282.00,$256.00
K0365,Y36 4G,ORIG S/M,NEGRO,$196.00,$178.00
K0364+F,Y36 5G,ORIG C/M(BOUTIQUE),NEGRO,$234.00,$212.00
K0364,Y36 5G,ORIG S/M,NEGRO,$164.00,$149.00
K0053,2020/Y52S/Y53S/Y72 5G/Y74S/Y76S/V2058,ORIG S/M,NEGRO,$152.00,$138.00
K0071,Y71/Y73,ORIG S/M,NEGRO,$146.00,$134.00
XIAOMI,,,,,
Z2520,MI 10,AMOLED S/M(CURVO),NEGRO,$630.00,$572.00
Z0011,MI A1/5X,INCELL S/M,NEGRO,$146.00,$132.00
Z0202,MI A2/6X,ORIG S/M,NEGRO,$174.00,$157.00
Z0634,MI A3/CC9E,OLED S/M,NEGRO,$524.00,$476.00
MI070,MI11T/MI11T PRO,HG INCELL S/M,NEGRO,$197.00,$179.00
Z0303,MI11T/MI11T PRO,AMOLED S/M,NEGRO,$839.00,$762.00
Z0670,MI9,OLED S/M,NEGRO,$427.00,$388.00
Z1133+F/O,NOTE 13 4G,OLED C/M S/HUELLA,ORO,$752.00,$682.00
Z1133+F/O,NOTE 13 4G,OLED C/M S/HUELLA,ORO,$752.00,$682.00
Z1133+F/V,NOTE 13 4G,OLED C/M S/HUELLA,VERDE,$752.00,$682.00
Z1133+F/A,NOTE 13 4G,OLED C/M S/HUELLA,AZUL,$752.00,$682.00
Z1133+F,NOTE 13 4G,OLED C/M S/HUELLA,NEGRO,$830.00,$750.00
Z1133,NOTE 13 4G,OLED S/M S/HUELLA,NEGRO,$560.00,$509.00
MI080,NOTE10 4G/10S/POCO M5S,HG OLED S/M(BOUTIQUE),NEGRO,$439.00,$399.00
MI079,NOTE12 4G/5G/NOTE12R PRO/POCO X5,HG OLED S/M,NEGRO,$560.00,$509.00
MIN9S,NOTE9S/NOTE9 PRO,HG ORIG S/M,NEGRO,$157.00,$142.00
Z0551,POCO F3/POCO F4/MI11 i/MI11 X,INCELL S/M,NEGRO,$217.00,$197.00
Z0675+F,POCO M4/M5,ORIG C/M(BOUTIQUE),NEGRO,$292.00,$266.00
Z0675,R/11PRIME,ORIG S/M,NEGRO,$164.00,$149.00
MI064,R/11PRIME,HG ORIG S/M(BOUTIQUE),NEGRO,$181.00,$164.00
Z0345,POCO X3/X3 PRO/NOTE9PRO 5G/CMI 10T LITE,ORIG S/M,NEGRO,$167.00,$151.00
MI044,REDMI 10/MI10 PRIME/NOTE11 4G,HG ORIG S/M(BOUTIQUE),NEGRO,$176.00,$160.00
Z0010,REDMI 10/NOTE11 4G,ORIG S/M,NEGRO,$156.00,$141.00
MI067,10 INDIA,HG ORIG S/M(BOUTIQUE),NEGRO,$164.00,$149.00
Z0444,REDMI 10C/10 POWER/POCO C40/10 INDIA,ORIG S/M,NEGRO,$148.00,$134.00
Z3232,REDMI 12,ORIG S/M,NEGRO,$163.00,$148.00
MI072,WF REDMI 12C,HG ORIG C/M (BOUTIQUE),NEGRO,$234.00,$212.00
Z1202,REDMI 12C,ORIG S/M,NEGRO,$148.00,$134.00
MI072,REDMI 12C,HG ORIG S/M(BOUTIQUE),NEGRO,$152.00,$138.00
Z3311,REDMI 13C/POCO C65,ORIG S/M,NEGRO,$143.00,$130.00
MI076,REDMI 13C/POCO C65,HG ORIG S/M(BOUTIQUE),NEGRO,$164.00,$149.00
R007,REDMI 14C,HG ORIG S/M(BOUTIQUE,NEGRO,$176.00,$159.00
Z0014+F,REDMI 14C,ORIG C/M(BOUTIGUE),NEGRO,$209.00,$190.00
Z0014,REDMI 14C,ORIG S/M,NEGRO,$142.00,$129.00
MI040,REDMI 15C/POCO C85,ORIG S/M,NEGRO,$167.00,$151.00
Z0404,REDMI 8/8A,ORIG S/M,NEGRO,$157.00,$142.00
MI031,WF REDMI 9,HG ORIG C/M (BOUTIQUE),NEGRO,$241.00,$219.00
Z0717+F,REDMI 9,ORIG C/M(BOUTIQUE),NEGRO,$234.00,$212.00
Z0717,REDMI 9/9 PRIME,ORIG S/M,NEGRO,$145.00,$132.00
MI031,REDMI 9/9 PRIME,HG ORIG S/M(BOUTIQUE),NEGRO,$163.00,$148.00
MI028,WF REDMI 9A,HG ORIG C/M (BOUTIQUE),NEGRO,$209.00,$190.00
Z0999+F,REDMI 9A/9AT/9C/10A,ORIG C/M（BOUTIQUE）,NEGRO,$197.00,$179.00
Z0999,REDMI 9A/9AT/9i/9C/10A/POCO C3/POCO C31,ORIG S/M (UNIVERSAL),NEGRO,$138.00,$125.00
MI028,POCO C31,HG ORIG S/M(BOUTIQUE),NEGRO,$157.00,$142.00
MI012,Lite/Poco M2Pro,HG ORIG S/M(BOUTIQUE),NEGRO,$167.00,$151.00
Z1120,REDMI 9T/NOTE9 4G/POCO M3/MI9 POWER,ORIG S/M,NEGRO,$142.00,$129.00
Z6988,REDMI A1/A1 PLUS/A2/ A2PLUS/POCO C50,ORIG S/M,NEGRO,$164.00,$149.00
Z6988+F,REDMI A1/A1 PLUS/A2/A2PLUS/POCO C50,ORIG C/M(BOUTIQUE),NEGRO,$201.00,$182.00
MI014,REDMI A1/A1+/A2/ A2+/POCO C50,HG ORIG S/M(BOUTIQUE),NEGRO,$164.00,$149.00
MI016,WF REDMI A3,HG ORIG C/M(BOUTIQUE),NEGRO,$225.00,$204.00
Z0003+F,REDMI A3,ORIG C/M(BOUTIQUE),NEGRO,$205.00,$186.00
Z0003,REDMI A3,ORIG S/M,NEGRO,$142.00,$129.00
MI016,REDMI A3,HG ORIG S/M(BOUTIQUE),NEGRO,$157.00,$142.00
MI085,REDMI A5,HG ORIG S/M(BOUTIQUE),NEGRO,$143.00,$130.00
ZRA5,REDMI A5,ORIG S/M,NEGRO,$143.00,$130.00
MI074-INCELL,REDMI NOTE 12 4G/5G,HG INCELL S/M(BOUTIQUE),NEGRO,$179.00,$162.00
Z0334,REDMI NOTE 13 PRO 4G/M6 PRO,OLED S/M,NEGRO,$1500.00,$1370.00
MI008,REDMI NOTE 8,HG ORIG S/M(BOUTIQUE),NEGRO,$161.00,$146.00
MI032,REDMI NOTE 8T,HG ORIG S/M(BOUTIQUE),NEGRO,$176.00,$160.00
MI039-INCELL,POCO M5S,HG INCELL S/M,NEGRO,$149.00,$135.00
MI039,REDMI NOTE10 4G/10S/POCO M5S,OLED S/M(BOUTIQUE),NEGRO,$476.00,$432.00
Z0091+F,REDMI NOTE10 4G/10S/POCO M5S,INCELL C/M(BOUTIQUE),NEGRO,$203.00,$184.00
Z0535+F,REDMI NOTE10 4G/10S/POCO M5S,OLED C/M (BOUTIQUE),NEGRO,$542.00,$492.00
Z0535,REDMI NOTE10 4G/10S/POCO M5S,OLED S/M,NEGRO,$501.00,$455.00
Z0105,5G/NOTE10T/NOTE11 SE/POCO M3 PRO,ORIG S/M,NEGRO,$168.00,$152.00
MI062,REDMI NOTE10 5G/POCO M3 PRO,HG ORIG S/M(BOUTIQUE),NEGRO,$169.00,$153.00
MI077,REDMI NOTE10 PRO/NOTE11 PRO,OLED S/M(BOUTIQUE),NEGRO,$564.00,$512.00
Z0887+F,REDMI NOTE10PRO,INCELL C/M（BOUTIQUE),NEGRO,$234.00,$212.00
Z0330,REDMI NOTE10PRO 5G/POCO X3 GT,ORIG S/M,NEGRO,$169.00,$153.00
MI069,REDMI NOTE10PRO 5G/POCO X3 GT,HG ORIG S/M(BOUTIQUE),NEGRO,$204.00,$185.00
MI075,NOTE11PRO/NOTE11PLUS/POCO X4 PRO,HG INCELL S/M,NEGRO,$176.00,$160.00
Z1279,X4PRO/NOTE12PRO 4G,OLED S/M,NEGRO,$552.00,$501.00
MI068-OLED,POCO M4PRO 4G,OLED S/M(BOUTIQUE),NEGRO,$519.00,$471.00
MI068-INCELL,12S/POCO M4PRO 4G,HG INCELL S/M,NEGRO,$167.00,$151.00
Z1122,REDMI NOTE11 4G/11S/12S/POCO M4PRO 4G,INCELL S/M,NEGRO,$167.00,$151.00
Z0179+F,REDMI NOTE11 4G/NOTE11S/POCO M4PRO 4G,INCELL C/M(BOUTIQUE),NEGRO,$225.00,$204.00
MI087,REDMI NOTE11 5G/POCO M4PRO 5G,HG ORIG S/M (BOUTIQUE),NEGRO,$169.00,$153.00
Z0417+F,REDMI NOTE11S,OLED C/M9BOUTIQUE),NEGRO,$600.00,$548.00
Z7000,GT,ORIG S/M,NEGRO,$180.00,$163.00
Z1212+F,REDMI NOTE12 4G,INCELL C/M(BOUTIQUE),NEGRO,$241.00,$219.00
Z1212,REDMI NOTE12 4G/5G /POCO X5,INCELL S/M,NEGRO,$173.00,$157.00
Z0021+F,REDMI NOTE12 5G/ POCO X5,INCELL C/M(BOUTIQUE),NEGRO,$231.00,$219.00
Z7878,REDMI NOTE12 PRO 5G,OLED S/M,NEGRO,$603.00,$548.00
MI082,REDMI NOTE13 4G,HG INCELL S/M,NEGRO,$185.00,$168.00
Z3456,REDMI NOTE13 5G,ORIG S/M,NEGRO,$612.00,$558.00
MI084,REDMI NOTE13 PRO 5G,HG INCELL S/M(BOUTIQUE),NEGRO,$178.00,$161.00
Z0332,REDMI NOTE13PRO 5G/POCO X6 5G,ORIG S/M (BOUTIQUE),NEGRO,$604.00,$549.00
ZN145G,REDMI NOTE14 5G,OLED S/M,NEGRO,$597.00,$542.00
ZN14P4G+F,REDMI NOTE14 PRO 4G,HG ORIG C/M(BOUTIQUE),NEGRO,$1032.00,$938.00
ZN14P4G,REDMI NOTE14 PRO 4G/POCO M7,ORIG S/M,NEGRO,$673.00,$611.00
ZN14P5G+F,REDMI NOTE14 PRO 5G,HG ORIG C/M(BOUTIQUE),NEGRO,$778.00,$707.00
ZN14P5G,REDMI NOTE14 PRO 5G,ORIG S/M,NEGRO,$665.00,$604.00
Z0092,REDMI NOTE7/NOTE7 PRO,INCELL S/M,NEGRO,$151.00,$137.00
Z0690,REDMI NOTE8,INCELL S/M,NEGRO,$140.00,$127.00
MI009,REDMI NOTE8PRO,HG ORIG S/M(BOUTIQUE),NEGRO,$176.00,$160.00
Z0088,REDMI NOTE8PRO,COG S/M,NEGRO,$161.00,$146.00
Z0022,REDMI NOTE9/NOTE10X,ORIG S/M,NEGRO,$143.00,$130.00
MI010,REDMI NOTE9/NOTE10X,HG ORIG S/M(BOUTIQUE),NEGRO,$168.00,$152.00
Z0120,REDMI NOTE9S/NOTE9 PRO,ORIG S/M,NEGRO,$152.00,$138.00
Z0667,REDMI POCO X6PRO,INCELL S/M,NEGRO,$261.00,$237.00
Z0128,REDMI POCO X6PRO,OLED S/M,NEGRO,$590.00,$536.00
ZX7PRO,REDMI POCO X7PRO,ORIG S/M,NEGRO,$506.00,$460.00
MI071,REDMI12/REDMI13/POCO M6,HG ORIG S/M,NEGRO,$173.00,$157.00
MI013,REDMI15 4G(5G),ORIG S/M,NEGRO,$330.00,$300.00
Z012T,XIAOMI-MI12T/12T PRO,ORIG S/M,NEGRO,$692.00,$629.00
ZTE,,,,,
ZT202+F,A3 2020,ORIG C/M(BOUTIQUE),NEGRO,$234.00,$212.00
ZT202,A3 2020,ORIG S/M,NEGRO,$193.00,$175.00
ZT031,A31,ORIG S/M,NEGRO,$220.00,$200.00
ZT540,A34/A54,ORIG S/M,NEGRO,$173.00,$157.00
TA3555,A35/A55,ORIG S/M,NEGRO,$193.00,$175.00
ZT0A56,A36/A56,ORIG S/M,NEGRO,$181.00,$164.00
ZT502+F,A5 2020,ORIG C/M(BOUTIQUE),NEGRO,$234.00,$212.00
ZT502,A5 2020,ORIG S/M,NEGRO,$189.00,$171.00
ZT505+F,A51,ORIG C/M(BOUTIQUE),NEGRO,$266.00,$241.00
ZT505,A51/A71/NOBIA N41,ORIG S/M,NEGRO,$187.00,$170.00
ZT522+F,A52,ORIG C/M(BOUTIQUE),NEGRO,$240.00,$218.00
ZT520,A52 LITE,ORIG S/M,NEGRO,$189.00,$171.00
ZT522,A52/A72,ORIG S/M,NEGRO,$185.00,$168.00
ZT053+F,A53,ORIG C/M(BOUTIQUE),NEGRO,$227.00,$206.00
ZT053,A53,ORIG S/M,NEGRO,$185.00,$168.00
ZT533+F,A53PLUS,ORIG C/M(BOUTIQUE),NEGRO,$197.00,$179.00
ZT533,A53PLUS,ORIG S/M,NEGRO,$216.00,$196.00
ZT540+F,A54,ORIG C/M(BOUTIQUE),NEGRO,$315.00,$285.00
ZT700+F,A71,ORIG C/M(BOUTIQUE),NEGRO,$277.00,$251.00
ZT072+F,A72 4G,ORIG C/M(BOUTIQUE),NEGRO,$216.00,$196.00
ZT720+F,A72S 5G,ORIG C/M(BOUTIQUE),NEGRO,$222.00,$201.00
ZTA755G,A75 5G/NUBIA MUSIC,ORIG S/M,NEGRO,$201.00,$182.00
ZT207,A7S 2020,ORIG S/M,NEGRO,$181.00,$164.00
AX11,AXON 11,ORIG S/M,NEGRO,$740.00,$672.00
AX20,AXON 20,ORIG S/M,NEGRO,$633.00,$575.00
AX30,AXON 30,ORIG S/M,NEGRO,$970.00,$880.00
AX30pro,AXON 30 PRO,ORIG S/M,NEGRO,$633.00,$575.00
AX40pro,AXON 40 PRO,ORIG S/M,NEGRO,$482.00,$438.00
AX040,AXON 40SE,ORIG S/M,NEGRO,$1250.00,$1120.00
AX50lite,AXON 50 LITE,ORIG S/M,NEGRO,$198.00,$180.00
AX60,AXON 60,ORIG S/M,NEGRO,$261.00,$237.00
AX60lite,AXON 60 LITE,ORIG S/M,NEGRO,$185.00,$168.00
AX70,AXON 70,ORIG S/M,NEGRO,$179.00,$162.00
ZTA35E,BLADE A35E/Z2466,ORIG S/M,NEGRO,$172.00,$156.00
ZTV70M,BLADE V70 MAX,ORIG S/M,NEGRO,$204.00,$185.00
ZT200,L210,ORIG S/M,NEGRO,$184.00,$167.00
ZTN25G,NEO2/NUBIA NEO2 5G,ORIG S/M,NEGRO,$241.00,$219.00
ZTN35G,NUBIA NEO3 5G,ORIG S/M,NEGRO,$278.00,$252.00
ZT010,V10 VITA,ORIG S/M,NEGRO,$201.00,$182.00
ZT205,V20 SMART 2050,ORIG S/M,NEGRO,$189.00,$171.00
ZT801,V20 SMART 8010,ORIG S/M,NEGRO,$205.00,$186.00
ZT030+F,V30,ORIG C/M(BOUTIQUE),NEGRO,$290.00,$263.00
ZT046+F,V30 VITA,ORIG C/M(BOUTIQUE),NEGRO,$240.00,$218.00
ZT046,V30 VITA,ORIG S/M,NEGRO,$201.00,$182.00
ZT030,V30/V40,ORIG S/M,NEGRO,$246.00,$223.00
ZT004,V40 PRO,ORIG S/M,NEGRO,$507.00,$459.00
ZT044+F,V40 SMART,ORIG C/M(BOUTIQUE),NEGRO,$234.00,$212.00
ZT400+F,V40 VITA,ORIG C/M,NEGRO,$229.00,$208.00
ZT400,V40 VITA/V40S SMART/V41S SMART,ORIG S/M,NEGRO,$185.00,$168.00
ZT441,V41 SMART,ORIG S/M,NEGRO,$184.00,$167.00
ZT500,V50 SMART,ORIG S/M,NEGRO,$189.00,$171.00
ZT099,V9 LITE,ORIG S/M,NEGRO,$210.00,$190.00
